"chart","playlist","album","date","artist","track","duration","explicit","track_pop","artist_pop","artist_follows","danceability","energy","loudness","liveness","acousticness","instrumentalness","key","mode","tempo","valence","time_signature","genre","Rock","Hip-hop","Latin","Christian","Soul","Jazz","Funk","R&B","Show_tunes","Misc","Pop","Edm","Indie","Country","Metal","Folk","Easy_listening","Reggae"
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Alessia Cara","How Far I'll Go - Alessia Cara Version",2.92511666666667,FALSE,67,0,1422955,0.31,0.54,-9.629,0.0713,0.163,0.000129,9,1,180.994,0.148,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Jordan Fisher","You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version",2.29045,FALSE,60,0,1422955,0.468,0.432,-10.382,0.0533,0.0613,0,0,1,101.097,0.393,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Prologue",2.424,FALSE,52,0,1422955,0.356,0.571,-14.841,0.122,0.18,0.857,4,0,152.588,0.138,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","He Was You",0.842883333333333,FALSE,50,0,1422955,0.0999,0.0763,-22.557,0.0817,0.851,0.722,11,0,88.968,0.0357,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Village Crazy Lady",0.761783333333333,FALSE,51,0,1422955,0.512,0.102,-27.202,0.139,0.975,0.838,0,1,155.888,0.295,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Cavern",2.08821666666667,FALSE,50,0,1422955,0.198,0.069,-20.872,0.104,0.919,0.898,10,1,102.348,0.0317,5,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","The Ocean Chose You",1.29933333333333,FALSE,49,0,1422955,0.223,0.156,-15.763,0.355,0.622,0.921,0,0,46.112,0.0352,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","The Hook",1.166,FALSE,48,0,1422955,0.242,0.112,-22.153,0.109,0.938,0.88,7,1,83.904,0.0345,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Tala's Deathbed",2.01466666666667,FALSE,48,0,1422955,0.193,0.0398,-18.477,0.0678,0.939,0.84,8,1,75.691,0.0394,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Battle of Wills",3.18155,FALSE,47,0,1422955,0.521,0.226,-17.893,0.112,0.693,0.851,7,0,116.243,0.102,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Kakamora",4.55445,FALSE,47,0,1422955,0.33,0.879,-9.325,0.165,0.304,0.884,1,1,84.248,0.192,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Wayfinding",1.87288333333333,FALSE,45,0,1422955,0.505,0.422,-17.394,0.0793,0.785,0.949,9,1,128.044,0.31,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Climbing",0.90955,FALSE,45,0,1422955,0.693,0.203,-21.99,0.0957,0.896,0.914,2,1,89.963,0.176,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Tamatoa's Lair",2.76578333333333,FALSE,44,0,1422955,0.255,0.238,-15.966,0.523,0.663,0.841,1,1,140.311,0.0569,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Great Escape",0.995116666666667,FALSE,44,0,1422955,0.438,0.707,-8.973,0.158,0.489,0.52,0,0,86.335,0.436,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","If I Were the Ocean",3.02688333333333,FALSE,45,0,1422955,0.0637,0.00846,-35.604,0.102,0.948,0.123,9,0,68.576,0.0376,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Te Ka Attacks",1.68466666666667,FALSE,44,0,1422955,0.334,0.901,-8.583,0.116,0.564,0.895,9,1,127.897,0.145,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Maui Leaves",2.08888333333333,FALSE,43,0,1422955,0.17,0.0427,-15.32,0.104,0.706,0.952,7,1,114.305,0.0268,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Heartache",0.654216666666667,FALSE,45,0,1422955,0.17,0.05,-27.055,0.0719,0.991,0.951,9,0,124.618,0.0646,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Tala Returns",1.03311666666667,FALSE,44,0,1422955,0.281,0.075,-24.905,0.0822,0.81,0.698,0,1,44.998,0.0397,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Sails to Te Fiti",5.77178333333333,FALSE,43,0,1422955,0.268,0.674,-10.377,0.0754,0.497,0.905,10,1,85.715,0.158,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Shiny Heart",0.61155,FALSE,42,0,1422955,0.115,0.0297,-27.694,0.103,0.701,0.00292,4,0,73.326,0.0373,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Te Fiti Restored",1.05578333333333,FALSE,44,0,1422955,0.347,0.838,-8.783,0.0813,0.554,0.957,6,0,131.757,0.0786,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Hand of a God",0.50155,FALSE,42,0,1422955,0.349,0.139,-13.141,0.12,0.914,0.0969,3,1,120.115,0.0776,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Voyager Tagaloa",0.95445,FALSE,44,0,1422955,0.63,0.818,-8.569,0.214,0.208,0.00877,5,1,112.125,0.173,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Toe Feiloa'i",1.42221666666667,FALSE,42,0,1422955,0.19,0.645,-8.593,0.116,0.884,0.888,11,1,115.388,0.0437,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Navigating Home",0.799783333333333,FALSE,42,0,1422955,0.19,0.396,-11.837,0.069,0.977,0.85,1,0,67.197,0.0711,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","The Return to Voyaging",1.03311666666667,FALSE,43,0,1422955,0.556,0.624,-10.639,0.104,0.492,0.655,9,1,112.723,0.223,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Lin-Manuel Miranda","Unstoppable - Outtake",3.99045,FALSE,43,0,1422955,0.617,0.624,-8.733,0.0743,0.399,0,4,0,130.085,0.366,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Marcy Harriell","More - Outtake",3.27466666666667,FALSE,42,0,1422955,0.75,0.466,-8.208,0.0903,0.741,0,3,1,95.738,0.581,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Marcy Harriell","More - Reprise - Outtake",2.64666666666667,FALSE,43,0,1422955,0.512,0.347,-10.445,0.0871,0.777,1.26e-06,2,1,83.092,0.263,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Lin-Manuel Miranda","Warrior Face - Outtake",2.278,FALSE,41,0,1422955,0.622,0.548,-8.492,0.211,0.466,0,11,0,135.001,0.301,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Lin-Manuel Miranda","Where You Are - Demo",3.03045,FALSE,42,0,1422955,0.739,0.649,-8.89,0.086,0.776,0,4,1,118.055,0.749,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Lin-Manuel Miranda","You're Welcome - Demo",2.62266666666667,FALSE,42,0,1422955,0.782,0.56,-7.915,0.29,0.362,0,0,1,135.168,0.408,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Lin-Manuel Miranda","Shiny - Demo",3.07111666666667,FALSE,41,0,1422955,0.674,0.701,-6.956,0.167,0.685,0,2,1,146.111,0.408,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Prologue - Score Demo",2.43511666666667,FALSE,39,0,1422955,0.315,0.61,-14.014,0.112,0.163,0.821,7,1,153.646,0.121,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Village Crazy Lady - Score Demo",0.749783333333333,FALSE,40,0,1422955,0.526,0.1,-26.65,0.107,0.965,0.835,0,1,156.011,0.434,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Billboard 200 Top Albums 2020","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Cavern - Score Demo",2.09021666666667,FALSE,39,0,1422955,0.233,0.0269,-23.387,0.123,0.659,0.881,7,0,51.99,0.0299,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Olivia Foa'i","Tulou Tagaloa",0.86555,FALSE,61,0,1422955,0.271,0.405,-10.839,0.165,0.337,0.123,2,1,109.041,0.188,5,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Vai Mahina","An Innocent Warrior",1.62355,FALSE,62,0,1422955,0.283,0.203,-11.228,0.11,0.909,0.000661,2,1,84.656,0.18,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Christopher Jackson","Where You Are",3.50533333333333,FALSE,70,0,1422955,0.707,0.656,-9.279,0.172,0.743,0,4,1,118.037,0.748,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Auli'i Cravalho","How Far I'll Go",2.72311666666667,FALSE,73,0,1422955,0.571,0.307,-10.958,0.178,0.649,0,1,0,83.72,0.108,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Opetaia Foa'i","We Know The Way",2.35688333333333,FALSE,68,0,1422955,0.689,0.578,-8.737,0.11,0.36,0,9,1,98.043,0.391,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Auli'i Cravalho","How Far I'll Go - Reprise",1.45578333333333,FALSE,63,0,1422955,0.427,0.449,-8.37,0.134,0.827,0,4,1,83.197,0.231,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Dwayne Johnson","You're Welcome",2.73155,FALSE,73,0,1422955,0.788,0.745,-7.072,0.0373,0.29,0,5,1,135.278,0.672,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Jemaine Clement","Shiny",3.09111666666667,FALSE,65,0,1422955,0.641,0.68,-7.64,0.101,0.482,0,0,1,146.116,0.574,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Olivia Foa'i","Logo Te Pate",2.16955,FALSE,61,0,1422955,0.73,0.804,-7.183,0.0699,0.27,5.45e-05,11,1,137.899,0.897,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Rachel House","I Am Moana (Song of the Ancestors)",2.71378333333333,FALSE,65,0,1422955,0.36,0.205,-11.576,0.0797,0.571,0,10,1,148.985,0.232,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Auli'i Cravalho","Know Who You Are",1.21045,FALSE,63,0,1422955,0.16,0.145,-20.495,0.103,0.941,0.0919,11,0,173.443,0.0946,1,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Lin-Manuel Miranda","We Know The Way - Finale",1.152,FALSE,61,0,1422955,0.495,0.839,-8.744,0.0862,0.551,7.08e-06,9,1,101.08,0.122,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Alessia Cara","How Far I'll Go - Alessia Cara Version",2.92511666666667,FALSE,67,0,1422955,0.31,0.54,-9.629,0.0713,0.163,0.000129,9,1,180.994,0.148,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Jordan Fisher","You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version",2.29045,FALSE,60,0,1422955,0.468,0.432,-10.382,0.0533,0.0613,0,0,1,101.097,0.393,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Prologue",2.424,FALSE,52,0,1422955,0.356,0.571,-14.841,0.122,0.18,0.857,4,0,152.588,0.138,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","He Was You",0.842883333333333,FALSE,50,0,1422955,0.0999,0.0763,-22.557,0.0817,0.851,0.722,11,0,88.968,0.0357,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Village Crazy Lady",0.761783333333333,FALSE,51,0,1422955,0.512,0.102,-27.202,0.139,0.975,0.838,0,1,155.888,0.295,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Cavern",2.08821666666667,FALSE,50,0,1422955,0.198,0.069,-20.872,0.104,0.919,0.898,10,1,102.348,0.0317,5,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","The Ocean Chose You",1.29933333333333,FALSE,49,0,1422955,0.223,0.156,-15.763,0.355,0.622,0.921,0,0,46.112,0.0352,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","The Hook",1.166,FALSE,48,0,1422955,0.242,0.112,-22.153,0.109,0.938,0.88,7,1,83.904,0.0345,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Tala's Deathbed",2.01466666666667,FALSE,48,0,1422955,0.193,0.0398,-18.477,0.0678,0.939,0.84,8,1,75.691,0.0394,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Battle of Wills",3.18155,FALSE,47,0,1422955,0.521,0.226,-17.893,0.112,0.693,0.851,7,0,116.243,0.102,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Kakamora",4.55445,FALSE,47,0,1422955,0.33,0.879,-9.325,0.165,0.304,0.884,1,1,84.248,0.192,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Wayfinding",1.87288333333333,FALSE,45,0,1422955,0.505,0.422,-17.394,0.0793,0.785,0.949,9,1,128.044,0.31,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Climbing",0.90955,FALSE,45,0,1422955,0.693,0.203,-21.99,0.0957,0.896,0.914,2,1,89.963,0.176,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Tamatoa's Lair",2.76578333333333,FALSE,44,0,1422955,0.255,0.238,-15.966,0.523,0.663,0.841,1,1,140.311,0.0569,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Great Escape",0.995116666666667,FALSE,44,0,1422955,0.438,0.707,-8.973,0.158,0.489,0.52,0,0,86.335,0.436,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","If I Were the Ocean",3.02688333333333,FALSE,45,0,1422955,0.0637,0.00846,-35.604,0.102,0.948,0.123,9,0,68.576,0.0376,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Te Ka Attacks",1.68466666666667,FALSE,44,0,1422955,0.334,0.901,-8.583,0.116,0.564,0.895,9,1,127.897,0.145,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Maui Leaves",2.08888333333333,FALSE,43,0,1422955,0.17,0.0427,-15.32,0.104,0.706,0.952,7,1,114.305,0.0268,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Heartache",0.654216666666667,FALSE,45,0,1422955,0.17,0.05,-27.055,0.0719,0.991,0.951,9,0,124.618,0.0646,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Tala Returns",1.03311666666667,FALSE,44,0,1422955,0.281,0.075,-24.905,0.0822,0.81,0.698,0,1,44.998,0.0397,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Sails to Te Fiti",5.77178333333333,FALSE,43,0,1422955,0.268,0.674,-10.377,0.0754,0.497,0.905,10,1,85.715,0.158,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Shiny Heart",0.61155,FALSE,42,0,1422955,0.115,0.0297,-27.694,0.103,0.701,0.00292,4,0,73.326,0.0373,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Te Fiti Restored",1.05578333333333,FALSE,44,0,1422955,0.347,0.838,-8.783,0.0813,0.554,0.957,6,0,131.757,0.0786,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Hand of a God",0.50155,FALSE,42,0,1422955,0.349,0.139,-13.141,0.12,0.914,0.0969,3,1,120.115,0.0776,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Voyager Tagaloa",0.95445,FALSE,44,0,1422955,0.63,0.818,-8.569,0.214,0.208,0.00877,5,1,112.125,0.173,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Toe Feiloa'i",1.42221666666667,FALSE,42,0,1422955,0.19,0.645,-8.593,0.116,0.884,0.888,11,1,115.388,0.0437,3,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Billboard 200 Top Albums 2019","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","2016-11-18","Mark Mancina","Navigating Home",0.799783333333333,FALSE,42,0,1422955,0.19,0.396,-11.837,0.069,0.977,0.85,1,0,67.197,0.0711,4,"No Genre Assigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
